,top100producturl,price,title,description,productinformation,countreview,weightvalue,weightmeasure,longestest,shortest,median
10,https://www.amazon.com/dp/B07DXBD9NW/ref=sspa_dk_detail_1?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyUlBHVFpPTUZJUVgmZW5jcnlwdGVkSWQ9QTAzNDQ2MTgxWjRQNkZESVdHUkxYJmVuY3J5cHRlZEFkSWQ9QTA1NzE1NDkzRjVRRjBNR1VMMkNCJndpZGdldE5hbWU9c3BfZGV0YWlsMiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,49.02,"Wildkin Kids Rolling Luggage for Boys and Girls, Bag is Carry-On Size and Perfect for School or Overnight Travel, Patterns Coordinate with Our Nap Mats and Duffel Bags","600D Polyester
Pvc-free, BPA-free and phthalate-free.
Handy telescopic top handle
Front zip pocket opens fully for easy packing
Coordinates with other Wildkin gear.","Product information
Product Dimensions 16 x 6 x 12 inches
Item Weight 1.95 pounds
Shipping Weight 1.95 pounds (View shipping rates and policies)
ASIN B07DXBD9NW
Item model number 85707
Manufacturer recommended age 36 months - 10 years
Best Sellers Rank #324,415 in Toys & Games (See Top 100 in Toys & Games)
#2,392 in Kids' Furniture
Warranty & Support
Manufacturer’s warranty can be requested from customer service. Click here to make a request to customer service.
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",34.0,1.95,pounds,16.0,6.0,12.0
11,https://www.amazon.com/dp/B07K33GT61/ref=sspa_dk_detail_1?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFRR09KRzc1TkZXRUsmZW5jcnlwdGVkSWQ9QTA2ODc1NDMxUlRNNEZVWU1MQU5GJmVuY3J5cHRlZEFkSWQ9QTA1MTg4ODhFMDZJTTgwUU1IQVAmd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,21.99,"Kids Cups with Lids and Straws, Kereda Stainless Steel Toddler Cups 12oz with Silicone Sleeves Bpa Free Metal Drinking Tumblers for Children (Pack of 5)",,"Product information
Package Dimensions 7.9 x 3.8 x 3.4 inches
Item Weight 1.3 pounds
Shipping Weight 1.3 pounds (View shipping rates and policies)
Manufacturer KEREDA
ASIN B07K33GT61
Item model number KES-HGB0022
Customer Reviews
53 ratings
4.1 out of 5 stars
Best Sellers Rank #35,622 in Kitchen & Dining (See Top 100 in Kitchen & Dining)
#914 in Travel Mugs & Tumblers
Date first listed on Amazon November 15, 2018
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",97.0,1.3,pounds,7.9,3.4,3.799999999999999
12,https://www.amazon.com/dp/B07H472L3V/ref=sspa_dk_detail_3?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyQjZRWTBBTjY1M1pFJmVuY3J5cHRlZElkPUEwOTI4OTg3Mkw2VjRWSFg1UVlTWCZlbmNyeXB0ZWRBZElkPUEwMTA4MjY0M08yMzI2WUdTOVhPNiZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,29.99,"Re-Play Made in The USA Set of 6 No Spill Sippy Cups - Blush, Bright Pink, Purple, Amethyst, Lime, Aqua (Fairytale Collection) …","Made in the USA
Made from FDA approved Recycled Milk Jugs
BPA, Phthalate, PVC and Melamine FREE
Top rack dishwasher safe
Includes: 6 No Spill Cups with Silicone Valves",NA,97.0,1.01,pounds,2.0,2.0,2.0
13,https://www.amazon.com/dp/B005QX2A1S/ref=sspa_dk_detail_1?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFMSjNDM0c3RlhROVImZW5jcnlwdGVkSWQ9QTAzMTgxMzgxMDNJSVc1M0JLTVdKJmVuY3J5cHRlZEFkSWQ9QTA0MzM0MDEzOVJaM05HVE1USUQzJndpZGdldE5hbWU9c3BfZGV0YWlsMiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,24.0,"Soft Rattle in Black and White with Tags, Stuffed Animal Giraffe, Handmade in Europe, First Contrast Toy for Newborn, Baby Boy and Girl, Plush Toy Made of Soft Velour, Perfect Gift for Baby Shower","BENEFITS YOUR CHILD'S DEVELOPMENT. Our sensory toys are made out of soft, cuddly velour, which help to develop your little one's touch sense and the toys with tags train motor coordination skills. Baby can grab a toy and shake it to hear a delicate rattle inside.
ADORABLE COMPANION FOR YOUR BABY. This high contrast white and black toy will draw your little one's attention and develop his hand-eye coordination. Giraffe’s plush ears and tail are ideal for little fingers to grab. Crispy filling in giraffe’s ears makes a sound that will interest your infant. Various colorful tags make this soft toy even more interesting.
PROUDLY HANDMADE IN EUROPE ; high-quality materials and workmanship; appreciated by moms and dads across Europe, now in the United States to help your child to develop. Family-based business with 37 years of experience in sensory toys.
IDEAL FOR BABY SHOWER PRESENT. Soft and safe; is a great gift for anyone expecting a baby to help them entertain and stimulate the baby during playtime.
SIZE: 4.7x9 inches. Suitable right from a child’s birth. Perfect little cuddly friend for baby boy or girl.",NA,63.0,4.2,ounces,2.0,2.0,2.0
14,https://www.amazon.com/dp/B07RR7ZYGY/ref=sspa_dk_detail_7?psc=1&pd_rd_i=B07RR7ZYGY&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5TDdWOE5ZMVVXTU0mZW5jcnlwdGVkSWQ9QTEwMzA1NjA5UUM2OEpTTUZHRFgmZW5jcnlwdGVkQWRJZD1BMDE1MDk0MzJXTTVFQjBLM1hBUVYmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,25.92,"hiccapop UberBoost Inflatable Booster Car Seat | Travel Booster Car Seat | Narrow Backless Booster Car Seat for Travel | Portable Booster Seat for Toddlers, Kids, Child (Navy/Gray)","PORTABLE AND PACKABLE | Car seats no longer have to be heavy, bulky and impractical. The hiccapop UberBoost portable car seat inflates with only a few breaths (takes less than 20 seconds), and installs easily and quickly. Deflates and rolls up tightly in its own travel bag for compact fit in suitcases, carry-ons, large purse or backpack.
CERTIFIED SAFE FOR YOUR MOST PRECIOUS CARGO | Your child deserves a comfortable and safe car seat for those quick journeys in rental cars, taxis, Uber rides, on school trips or in car pools. Meets or exceeds all federal standards for car seat safety (FMVSS213 Federal Motor Safety Standard for USA).
STURDY, STABLE, SECURE | Non-skid base is designed to sit firm and steady on leather, vinyl or cloth seats. Provides soothing stability while riding and limits movement in case of an accident. Gentle on your upholstery.
PRACTICAL DIMENSIONS | Narrow yet roomy design allows you to fit 3 UberBoost inflatable car seats across the back seat of smaller vehicles, or fit 1 in between 2 traditional car seats. Perfectly accommodates large families, car poolers and busy soccer moms!
SECURITY AND COMFORT | Buoyant and extra comfy for small bottoms. (Your little one will love the ultra cushiony design!) Positioning clips ensure that child’s belt fits properly and comfortably across the lap rather than dangerously digging into the stomach, preventing internal damage in the event of an accident.",NA,2043.0,1.3,pounds,2.0,2.0,2.0
15,https://www.amazon.com/dp/B07R6NVP77/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B07R6NVP77&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5TDdWOE5ZMVVXTU0mZW5jcnlwdGVkSWQ9QTEwMzA1NjA5UUM2OEpTTUZHRFgmZW5jcnlwdGVkQWRJZD1BMDk4Njk1MTJaSTJSQk1ISEU1Wjgmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,25.92,"hiccapop Uberboost Inflatable Booster Car Seat | Blow up Narrow Backless Booster Car Seat for Travel | Portable Booster Seat for Toddlers, Kids, Child | Pink/Black","PORTABLE AND PACKABLE | Car seats no longer have to be heavy, bulky and impractical. The hiccapop UberBoost portable car seat inflates with only a few breaths (takes less than 20 seconds), and installs easily and quickly. Deflates and rolls up tightly in its own travel bag for compact fit in suitcases, carry-ons, large purse or backpack.
CERTIFIED SAFE FOR YOUR MOST PRECIOUS CARGO | Your child deserves a comfortable and safe car seat for those quick journeys in rental cars, taxis, Uber rides, on school trips or in car pools. Meets or exceeds all federal standards for car seat safety (FMVSS213 Federal Motor Safety Standard for USA).
STURDY, STABLE, SECURE | Non-skid base is designed to sit firm and steady on leather, vinyl or cloth seats. Provides soothing stability while riding and limits movement in case of an accident. Gentle on your upholstery.
PRACTICAL DIMENSIONS | Narrow yet roomy design allows you to fit 3 UberBoost inflatable car seats across the back seat of smaller vehicles, or fit 1 in between 2 traditional car seats. Perfectly accommodates large families, car poolers and busy soccer moms!
SECURITY AND COMFORT | Buoyant and extra comfy for small bottoms. (Your little one will love the ultra cushiony design!) Positioning clips ensure that child’s belt fits properly and comfortably across the lap rather than dangerously digging into the stomach, preventing internal damage in the event of an accident.",NA,2043.0,1.25,pounds,2.0,2.0,2.0
16,https://www.amazon.com/Best-Sellers-Baby/zgbs/baby-products/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,59.59,"Munchkin Miracle 360 Trainer Cup, Pink/Purple, 7 oz, 2 Count","Set of two (2) 7 ounce toddler cups with dentist recommended spout less design
360 degree drinking edge eliminates spills completely
Cup automatically seals when you are done drinking
Handles are easy for little hands to hold
Easy to clean with no extra valves or parts
BPA free, top rack dishwasher safe, 6+ months",NA,5836.0,8.8,ounces,2.0,2.0,2.0
17,https://www.amazon.com/dp/B07ZRG3XJV/ref=sspa_dk_detail_6?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExWlJIQkhGV05ENENVJmVuY3J5cHRlZElkPUEwODMxNjExSlZEQU0wODJQUDFSJmVuY3J5cHRlZEFkSWQ9QTAyNjY0NzQxQjFXSTRETzYyUkdRJndpZGdldE5hbWU9c3BfZGV0YWlsMiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,25.99,Bebamour Cute Silicone Plate for Baby and Toddler - Divided Silicone Plate - BPA Free - Dishwasher and Microwave Safe - Cute Baby Shower Gift (Green),"√ FUNNY DESIGNED FOR BABY: The Silicone Placemat with 3 food sections designed for growing babies, toddlers and children. The bright cheery colors and cute shape are loved by kids of all ages, make mealtime fun.
√ EASY TO CLEAN & CARRY: Just with warm soapy water or place in the dishwasher. Silicone placemat resists stains and does not absorb flavors. Resistant high temperature. Dishwasher and microwave safe. Can also used as fruit dish.
√SAFE: 100% Food Grade Silicone Material, PPA&BPA&PVC Free with FDA APPROVED. Baby can assured use and eat happily, parents have no worry about any negative impact. This is our most serious effort to provide you safe and secure products
√NO MORE MESS: Baby Silicone Plate Non Slip, Strong Suctions Securely to Any Hard, Flat Surface, Fits Most High Chair Tray Which Makes Kids Do Not Throw Bowls & Plates With Food On The Floor
√FEEDING EASIER: The protruding edge effectively blocks flow of food and overflows, food completely present in the plate. The size of the grid orderly arrangements, you can put some different food more nutritious, meat and vegetables with",NA,6.0,11.4,ounces,2.0,2.0,2.0
18,https://www.amazon.com/Best-Sellers-Baby/zgbs/baby-products/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,59.59,"Munchkin Bath Toy, Little Boat Train, 6 Count","Six boats float and link together to create a ""little boat train ""
Boats have funny faces and are numbered 1-2-3 for counting, ordering and number identification games
Boats can scoop up water and strain when turned upside down
Lightweight and easy for baby to grasp
Play Patterns: Hand + Eye Coordination; Language + Learning",NA,851.0,0.32,ounces,2.0,2.0,2.0
19,https://www.amazon.com/dp/B07D5C434Q/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B07D5C434Q&pd_rd_w=MerKO&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=NifmO&pf_rd_r=VK6N24N9WMAVJ82W7102&pd_rd_r=470e02e8-b979-4a16-8b3e-dde1ac3d67cb&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExN0dNN0tZUDVEVE5EJmVuY3J5cHRlZElkPUEwMjMyNjA2MTJKTE9EQkVSSlU5TiZlbmNyeXB0ZWRBZElkPUEwMjAzNTU2WE41OUcyUkM4UEE0JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,29.97,Foam Bath Toys 100% Non-Toxic Bathtub Alphabet - Free Bath Toy Organizer - Fun Foam Puzzles - Educational Floating Toys for Boys Girls - Early Learning Letters Animals Colors - 52 Pcs - Set №2,"✅ FOAM BATH LETTERS 100% NON-TOXIC: We have gone to great effort with extensive testing to make the highest quality.Foam bath toys are certified to U.S./E.U. toy safety standards
✅ FUN & EDUCATIONAL BATH ALPHABET! These premium-quality foam bath toys stimulate your child’s senses, making bath-time an enjoyable experience.
✅ FREE TOY ORGANIZER with every purchase! Playtime is fun, but unfortunately leaves a mess. Our mesh-made toy bag allows for convenient storage of all those accessories.
✅ EARLY LEARNING PRESCHOOL TOYS! Combining fun and education, these foam bath toys help your little one with their literacy skills, while the animal shapes stimulate their imagination
✅ THE PERFECT CHRISTMAS GIFT for boys or girls. These educational kid’s bath toys make a great gift that can be used day after day for any holiday!
✅ SATISFACTION GUARANTEED! If for any reason you’re not satisfied with these foam letters, simply contact us for a no hassle refund.","Product information
Product Dimensions 9.7 x 2.8 x 9.7 inches
Item Weight 11.4 ounces
Shipping Weight 13.6 ounces (View shipping rates and policies)
ASIN B07D5C434Q
Item model number BL-501
Manufacturer recommended age 3 years and up
Best Sellers Rank #25,820 in Toys & Games (See Top 100 in Toys & Games)
#162 in Preschool Bath Toys
#245 in Bathtub Toys
Customer Reviews
48 ratings
4.8 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",2.0,13.6,ounces,9.7,2.8,9.7
